https://en.wikipedia.org/wiki/Microsoft_Notepad,Objective
https://fortune.com/2021/02/19/mars-rover-nasa-perseverance-landing-search-for-life/,Objective
https://www.businessinsider.com/bohemian-rhapsody-china-release-raises-censorship-concerns-2019-2,Objective
https://www.adweek.com/agencyspy/leo-burnett-motivates-employees-with-shots-slaps/75853/,Objective
https://www.washingtonpost.com/news/acts-of-faith/wp/2018/03/29/the-freedom-seder-the-anti-racism-dinner-party-that-changed-american-judaism/,Objective
https://www.washingtonpost.com/nation/2021/07/25/fauci-wrong-direction-covid-unvaccinated/,Objective
https://www.washingtonpost.com/national/gop-legislatures-health-laws/2021/07/25/2455940c-db54-11eb-8fb8-aea56b785b00_story.html,Objective
https://www.cnn.com/2021/04/14/us/new-york-attack-on-blm-protesters/index.html,Objective
https://www.msn.com/en-ca/news/canada/indigenous-woman-joyce-echaquan-posthumously-awarded-rosa-parks-prize-in-quebec/ar-BB1fP8Py?ocid=hponeservicefeed,Objective
https://www.insideedition.com/texas-man-sets-family-house-on-fire-with-mother-and-brother-inside-because-they-didnt-follow-bible,Objective
https://www.foxnews.com/politics/dovere-book-obama-parasite,Objective
https://www.foxnews.com/media/nj-school-remove-holiday-names-calendar-parents-reverse-decision,Objective
https://www.thedailystar.net/bangladesh/news/2-cu-teachers-withdraw-promotion-application-after-plagiarism-accusation-2112537,Objective
https://time.com/5215236/beijing-film-festival-call-me-by-your-name/,Objective
https://jetsxfactor.com/2021/05/31/former-new-york-jets-draft-pick-makes-nascar-pit-crew-debut/,Objective
https://www.breitbart.com/crime/2021/04/18/photos-vandals-smear-pig-blood-on-home-once-occupied-by-derek-chauvin-defense-witness/,Objective
https://www.clickondetroit.com/news/local/2021/05/23/gov-gretchen-whitmer-issues-apology-after-violating-mdhhs-order/,Objective
https://www.foxnews.com/opinion/tucker-carlson-leaders-explain-covid-mandates,Subjective
https://thehill.com/opinion/white-house/569528-those-calls-to-impeach-biden-as-wrong-as-they-were-with-trump,Subjective
https://www.theverge.com/2021/3/18/22339030/youtube-racist-steven-crowder-video-does-not-violate-hate-speech-policies,Subjective
https://www.cnsnews.com/commentary/charlie-daniels/charlie-daniels-dc-politicians-how-bout-you-folks-cowboy-stop-putting,Subjective
https://redstate.com/absentee/2017/04/19/democrats-tweet-shit-literally-n70788,Subjective
https://therightscoop.com/wretched-joy-behar-calls-melania-an-illegal-alien-on-the-view/,Subjective
https://www.newyorker.com/humor/borowitz-report/betsy-devos-says-media-shouldnt-emphasize-first-hundred-days-because-its-so-hard-to-count-to-a-hundred?mbid=rss,Subjective
https://www.theonion.com/i-am-still-in-the-car-by-prince-philip-1846554262,Subjective
https://www.theguardian.com/commentisfree/2021/aug/27/biden-is-facing-his-biggest-crisis-yet-and-he-will-survive-it,Subjective
https://theconversation.com/what-you-think-is-right-may-actually-be-wrong-heres-why-18143,Subjective
https://www.nytimes.com/2021/08/26/opinion/california-newsom-recall-economy.html,Subjective
https://edition.cnn.com/2021/08/26/opinions/americas-awful-options-in-afghanistan-ghitis/index.html,Subjective
https://www.independent.co.uk/news/media/opinion/ian-burrell-people-take-what-they-read-linkedin-very-seriously-9212497.html,Subjective
https://www.washingtonpost.com/opinions/2021/08/26/has-bidens-withdrawal-afghanistan-made-us-safer-clearly-not/,Subjective